,season,holiday,weather,temp,humidity,windspeed,count,hour,month,hour_count,wendu,wh
7325,2,0,2,27.06,74,19.0012,242,14,5,中高峰,3,1
10273,4,0,1,13.12,70,16.9979,155,11,11,中高峰,1,1
8857,3,0,1,29.52,62,6.0032,407,10,8,正常,4,0
888,1,0,1,11.48,45,16.9979,56,11,3,中高峰,0,1
2181,2,0,1,24.6,69,16.9979,349,19,5,高峰,3,0
5142,4,0,1,9.02,55,19.0012,429,8,12,高峰,0,0
4450,4,0,1,22.96,43,0.0,166,11,10,中高峰,2,1
10639,4,0,3,14.76,93,8.9981,229,17,12,高峰,1,0
2000,2,0,1,17.22,67,8.9981,112,6,5,正常,2,2
6940,2,0,1,18.86,23,26.0027,590,12,4,中高峰,2,0
2535,2,0,1,28.7,37,0.0,227,13,6,高峰,4,1
6086,1,0,1,13.12,36,0.0,199,20,2,中高峰,1,0
10533,4,0,3,18.86,59,19.9995,398,7,12,正常,2,0
4269,4,0,2,21.32,94,0.0,152,22,10,正常,2,1
6570,1,0,1,10.66,44,6.0032,69,0,3,低谷,0,2
4802,4,0,2,14.76,62,8.9981,6,4,11,低谷,1,2
2952,3,0,1,29.52,74,8.9981,90,22,7,正常,4,2
1136,1,0,1,10.66,60,8.9981,34,0,3,低谷,0,2
5980,1,0,2,9.84,70,15.0013,92,9,2,中高峰,0,1
6586,1,0,1,21.32,27,19.9995,498,17,3,高峰,2,0
10282,4,0,1,12.3,49,23.9994,223,20,11,中高峰,1,0
9254,3,0,2,23.78,73,11.0014,133,23,9,正常,3,1
5365,4,0,1,11.48,45,19.0012,228,15,12,中高峰,0,0
10369,4,0,1,15.58,43,12.998,423,11,11,中高峰,1,0
2674,2,0,3,27.88,74,7.0015,84,8,6,高峰,3,1
68,1,0,1,7.38,55,7.0015,12,23,1,正常,0,2
8217,3,0,2,35.26,30,0.0,627,18,7,高峰,5,0
4687,4,0,1,14.76,87,0.0,191,9,11,中高峰,1,0
5058,4,0,1,14.76,76,8.9981,124,20,12,中高峰,1,1
10257,4,1,1,22.14,73,19.0012,353,19,11,高峰,2,0
1676,2,1,2,18.86,67,26.0027,263,18,4,高峰,2,0
1163,1,0,1,13.94,66,11.0014,13,4,3,低谷,1,2
7413,2,0,1,20.5,77,19.9995,165,6,5,正常,2,2
10629,4,0,3,16.4,87,15.0013,23,7,12,正常,1,2
9698,4,1,2,16.4,62,6.0032,308,11,10,中高峰,1,0
5637,1,0,2,9.02,87,7.0015,14,0,1,低谷,0,2
1370,2,0,1,13.12,61,11.0014,53,23,4,正常,1,1
3290,3,0,2,28.7,84,19.0012,80,0,8,低谷,4,2
8719,3,0,1,33.62,46,16.9979,421,16,8,高峰,5,0
9313,3,0,1,25.42,38,0.0,196,10,9,正常,3,1
360,1,0,1,9.84,41,19.0012,104,12,1,中高峰,0,0
2019,2,0,2,20.5,59,7.0015,20,1,5,低谷,2,2
7883,2,0,1,29.52,32,8.9981,408,20,6,中高峰,4,0
316,1,0,1,9.02,41,7.0015,90,16,1,高峰,0,1
3043,3,0,1,30.34,42,16.9979,587,17,7,高峰,4,0
10558,4,0,1,9.02,51,19.9995,659,8,12,高峰,0,0
2020,2,0,1,21.32,59,0.0,10,2,5,低谷,2,2
3229,3,0,2,30.34,66,15.0013,149,11,8,中高峰,4,1
410,1,0,3,9.02,93,8.9981,3,2,1,低谷,0,2
3734,3,0,3,22.14,88,19.9995,29,13,9,高峰,2,1
6301,1,0,1,18.04,44,11.0014,188,19,2,高峰,2,0
2572,2,0,1,21.32,63,15.0013,9,2,6,低谷,2,2
2108,2,0,2,22.96,88,15.0013,304,18,5,高峰,2,0
10865,4,0,1,10.66,75,8.9981,5,3,12,低谷,0,2
8657,3,0,1,27.88,79,15.0013,14,2,8,低谷,3,2
8802,3,0,1,27.88,83,6.0032,6,3,8,低谷,3,2
4028,3,0,2,22.14,68,6.0032,147,21,9,正常,2,1
8050,2,0,1,28.7,42,11.0014,467,19,6,高峰,4,0
4508,4,0,2,23.78,94,23.9994,107,22,10,正常,3,2
7721,2,0,2,22.14,88,0.0,41,2,6,低谷,2,2
2329,2,0,2,26.24,57,0.0,150,23,6,正常,3,1
2852,3,0,1,34.44,44,19.9995,562,18,7,高峰,5,0
5813,1,0,3,12.3,87,16.9979,62,10,1,正常,1,1
10057,4,0,1,13.94,49,12.998,360,10,11,正常,1,0
4074,4,0,2,15.58,82,12.998,126,19,10,高峰,1,0
3836,3,0,1,27.06,69,7.0015,245,20,9,中高峰,3,1
531,1,0,3,9.02,93,6.0032,4,7,2,正常,0,2
6345,1,0,1,24.6,31,16.9979,223,15,3,中高峰,3,1
5172,4,0,1,15.58,46,19.0012,187,14,12,中高峰,1,1
9134,3,1,2,28.7,84,16.9979,70,23,9,正常,4,1
4255,4,0,1,18.86,88,0.0,107,8,10,高峰,2,1
8832,3,0,2,26.24,89,0.0,220,9,8,中高峰,3,0
8149,2,0,1,29.52,79,6.0032,291,22,6,正常,4,2
4329,4,0,2,22.14,88,26.0027,113,10,10,正常,2,1
6633,1,0,1,29.52,34,26.0027,365,16,3,高峰,4,1
7605,2,0,1,22.14,94,6.0032,158,6,5,正常,2,2
7694,2,0,1,24.6,56,11.0014,239,23,5,正常,3,1
4815,4,0,1,21.32,27,22.0028,231,17,11,高峰,2,0
10267,4,0,2,13.94,87,19.0012,18,5,11,低谷,1,2
5017,4,0,1,9.84,70,8.9981,9,3,12,低谷,0,2
1484,2,0,1,21.32,52,19.0012,343,17,4,高峰,2,0
7386,2,0,1,20.5,77,12.998,5,3,5,低谷,2,2
10633,4,0,2,16.4,87,19.9995,250,11,12,中高峰,1,0
341,1,0,2,13.12,36,19.0012,83,17,1,高峰,1,0
6165,1,0,1,4.92,54,7.0015,1,3,2,低谷,0,2
3998,3,0,2,21.32,72,12.998,354,15,9,中高峰,2,0
3104,3,0,1,26.24,83,7.0015,105,6,7,正常,3,2
1954,2,0,1,21.32,63,8.9981,86,8,5,高峰,2,1
3754,3,0,3,24.6,88,8.9981,190,9,9,中高峰,3,0
8368,3,0,1,28.7,74,8.9981,15,1,7,低谷,4,2
1534,2,0,2,15.58,82,8.9981,130,19,4,高峰,1,0
5479,1,0,1,6.56,47,31.0009,60,10,1,正常,0,1
5745,1,0,1,9.02,44,19.0012,220,13,1,高峰,0,0
302,1,0,1,4.1,54,11.0014,5,1,1,低谷,0,2
7837,2,0,1,21.32,77,6.0032,248,22,6,正常,2,2
8337,3,0,1,31.98,62,7.0015,253,18,7,高峰,4,0
10285,4,0,1,10.66,56,19.9995,84,23,11,正常,0,2
10686,4,0,2,15.58,50,15.0013,358,16,12,高峰,1,1
1218,1,0,2,14.76,57,19.0012,97,13,3,高峰,1,1
2441,2,0,1,38.54,31,11.0014,104,15,6,中高峰,5,1
5718,1,0,1,9.84,44,30.0026,103,10,1,正常,0,1
9612,4,0,1,25.42,69,0.0,321,21,10,正常,3,2
10855,4,0,1,16.4,47,30.0026,572,17,12,高峰,1,0
3088,3,0,1,32.8,49,23.9994,430,14,7,中高峰,4,0
3845,3,0,1,24.6,83,8.9981,39,5,9,低谷,3,2
4571,4,0,2,21.32,48,16.9979,169,13,11,高峰,2,1
9027,3,0,1,31.16,37,12.998,654,12,8,中高峰,4,0
1140,1,0,1,9.84,65,16.9979,1,4,3,低谷,0,2
1763,2,0,3,21.32,63,6.0032,162,9,4,中高峰,2,0
3936,3,0,1,26.24,69,11.0014,20,1,9,低谷,3,2
499,1,0,1,7.38,51,6.0032,41,22,2,正常,0,2
9784,4,0,1,16.4,66,6.0032,37,1,10,低谷,1,2
7734,2,0,1,26.24,38,16.9979,702,15,6,中高峰,3,0
3025,3,0,1,26.24,65,16.9979,124,23,7,正常,3,2
4854,4,0,2,22.14,68,7.0015,480,8,11,高峰,2,0
2371,2,0,1,31.98,33,19.0012,579,17,6,高峰,4,0
8750,3,0,1,29.52,74,12.998,113,23,8,正常,4,2
8103,2,0,1,22.96,73,16.9979,40,0,6,低谷,2,2
7340,2,0,1,22.96,88,6.0032,22,5,5,低谷,2,2
102,1,0,1,10.66,33,22.0028,46,11,1,中高峰,0,1
2599,2,0,1,24.6,64,12.998,25,5,6,低谷,3,2
2360,2,0,1,23.78,88,0.0,112,6,6,正常,3,2
3330,3,0,1,35.26,39,19.0012,282,16,8,高峰,5,1
689,1,0,1,5.74,86,0.0,24,1,2,低谷,0,2
2650,2,0,1,27.06,78,6.0032,131,8,6,高峰,3,1
9554,4,0,3,23.78,94,8.9981,99,11,10,中高峰,3,1
9915,4,0,2,21.32,48,11.0014,332,12,10,中高峰,2,1
9417,3,0,2,26.24,36,19.0012,614,18,9,高峰,3,0
3659,3,0,2,27.06,69,16.9979,201,9,9,中高峰,3,1
1682,2,0,2,14.76,81,15.0013,43,0,4,低谷,1,2
56,1,0,1,8.2,40,22.0028,51,11,1,中高峰,0,1
5839,1,0,1,12.3,39,32.9975,161,12,1,中高峰,1,1
8499,3,0,1,34.44,47,7.0015,489,12,7,中高峰,5,0
7172,2,0,1,24.6,53,16.9979,30,5,4,低谷,3,2
4698,4,0,1,16.4,76,0.0,181,20,11,中高峰,1,0
8315,3,0,1,36.9,37,11.0014,276,20,7,中高峰,5,1
4472,4,0,2,21.32,77,6.0032,227,9,10,中高峰,2,0
8797,3,0,1,29.52,74,7.0015,233,22,8,正常,4,2
5315,4,0,2,20.5,55,23.9994,164,13,12,高峰,2,1
9580,4,0,2,28.7,74,7.0015,279,13,10,高峰,4,1
568,1,0,1,11.48,61,7.0015,26,20,2,中高峰,0,1
323,1,0,2,7.38,55,0.0,27,23,1,正常,0,2
124,1,0,1,8.2,47,0.0,45,10,1,正常,0,1
2710,3,0,1,29.52,42,15.0013,269,20,7,中高峰,4,0
1066,1,0,1,11.48,61,12.998,41,23,3,正常,0,2
5319,4,0,2,21.32,59,19.0012,324,17,12,高峰,2,0
5359,4,0,2,10.66,56,16.9979,100,9,12,中高峰,0,1
8621,3,0,1,33.62,46,11.0014,263,14,8,中高峰,5,1
2375,2,0,1,27.06,57,6.0032,189,21,6,正常,3,2
5883,1,0,3,14.76,73,7.0015,520,8,2,高峰,1,0
5162,4,0,1,9.02,80,0.0,2,4,12,低谷,0,2
1786,2,0,2,18.04,77,8.9981,59,8,5,高峰,2,1
2151,2,0,1,27.88,51,0.0,214,13,5,高峰,3,1
7680,2,0,1,22.96,43,11.0014,292,9,5,中高峰,2,1
1681,2,1,2,14.76,81,12.998,64,23,4,正常,1,1
4218,4,0,1,22.96,52,0.0,294,19,10,高峰,2,0
7964,2,0,3,24.6,88,8.9981,29,5,6,低谷,3,2
7092,2,0,1,20.5,36,0.0,189,21,4,正常,2,2
9100,3,0,3,29.52,74,6.0032,493,13,9,高峰,4,0
5036,4,0,2,13.12,61,6.0032,114,22,12,正常,1,1
3844,3,0,1,24.6,83,8.9981,9,4,9,低谷,3,2
2784,3,1,2,30.34,62,8.9981,326,22,7,正常,4,1
1388,2,0,2,18.86,28,8.9981,274,17,4,高峰,2,0
3661,3,0,3,27.06,69,19.0012,194,11,9,中高峰,3,0
4550,4,0,1,19.68,51,7.0015,266,16,11,高峰,2,1
2348,2,0,1,28.7,58,7.0015,363,18,6,高峰,4,0
10372,4,0,1,17.22,38,12.998,555,14,11,中高峰,2,0
617,1,0,1,5.74,33,31.0009,54,21,2,正常,0,2
6969,2,0,1,25.42,22,19.9995,411,17,4,高峰,3,0
7920,2,0,1,28.7,58,0.0,266,9,6,中高峰,4,1
8599,3,0,1,34.44,47,6.0032,358,16,7,高峰,5,1
6335,1,0,1,19.68,88,11.0014,18,5,3,低谷,2,2
5651,1,0,1,17.22,38,19.9995,136,15,1,中高峰,2,1
9127,3,1,1,30.34,70,15.0013,500,16,9,高峰,4,0
6019,1,0,1,11.48,61,8.9981,14,1,2,低谷,0,2
1238,1,0,2,14.76,81,11.0014,68,10,3,正常,1,1
6435,1,0,2,9.02,60,6.0032,197,9,3,中高峰,0,0
6326,1,0,2,12.3,52,19.0012,103,20,2,中高峰,1,1
4241,4,0,1,24.6,46,7.0015,359,18,10,高峰,3,0
10429,4,0,1,13.94,66,7.0015,74,23,11,正常,1,2
8222,3,0,1,27.06,83,0.0,171,23,7,正常,3,2
10538,4,0,1,18.04,41,19.0012,232,12,12,中高峰,2,1
1758,2,0,1,18.86,67,6.0032,5,4,4,低谷,2,2
1606,2,0,2,17.22,82,19.0012,103,20,4,中高峰,2,0
10311,4,0,2,10.66,65,7.0015,16,1,11,低谷,0,2
3543,3,0,1,32.8,41,12.998,176,13,8,高峰,4,1
1279,1,0,1,14.76,71,12.998,5,3,3,低谷,1,2
3757,3,0,3,22.96,94,0.0,22,12,9,中高峰,2,1
4330,4,0,3,22.14,94,22.0028,120,11,10,中高峰,2,1
6304,1,0,1,16.4,40,30.0026,118,22,2,正常,1,1
1975,2,0,1,17.22,77,11.0014,23,5,5,低谷,2,2
9813,4,0,1,12.3,61,12.998,28,6,10,正常,1,2
8072,2,0,2,29.52,37,16.9979,593,17,6,高峰,4,0
8958,3,0,1,31.16,52,16.9979,266,15,8,中高峰,4,1
7409,2,0,2,21.32,63,19.9995,16,2,5,低谷,2,2
8717,3,0,1,36.9,42,31.0009,526,14,8,中高峰,5,0
1352,2,0,2,9.84,75,11.0014,5,5,4,低谷,0,2
467,1,0,1,13.94,93,11.0014,75,13,2,高峰,1,1
4863,4,0,2,20.5,72,12.998,451,17,11,高峰,2,0
8102,2,0,1,23.78,64,12.998,108,23,6,正常,3,1
441,1,0,2,7.38,86,0.0,51,11,2,中高峰,0,1
8235,3,1,1,35.26,41,15.0013,494,12,7,中高峰,5,0
146,1,0,1,8.2,47,19.9995,134,9,1,中高峰,0,0
4538,4,0,1,12.3,87,0.0,4,4,11,低谷,1,2
542,1,0,2,11.48,93,30.0026,83,18,2,高峰,0,0
8443,3,0,2,27.06,61,0.0,11,4,7,低谷,3,2
7350,2,0,3,27.06,74,12.998,541,15,5,中高峰,3,0
9033,3,0,1,30.34,37,11.0014,554,18,8,高峰,4,0
3621,3,0,1,28.7,58,11.0014,443,19,9,高峰,4,0
2075,2,0,2,20.5,88,12.998,233,9,5,中高峰,2,0
163,1,0,2,7.38,55,0.0,16,2,1,低谷,0,2
10856,4,0,1,15.58,46,22.0028,525,18,12,高峰,1,0
6567,1,0,1,12.3,39,15.0013,110,21,3,正常,1,1
5562,1,0,1,16.4,43,15.0013,154,21,1,正常,1,2
8199,3,0,1,29.52,54,0.0,53,0,7,低谷,4,2
5814,1,0,2,13.94,87,7.0015,75,11,1,中高峰,1,1
6240,1,0,2,12.3,70,6.0032,87,6,2,正常,1,2
1524,2,0,2,13.94,87,7.0015,98,9,4,中高峰,1,1
8351,3,0,2,27.06,83,11.0014,455,8,7,高峰,3,0
9084,3,0,3,26.24,89,0.0,104,21,9,正常,3,1
2507,2,0,1,29.52,66,0.0,182,9,6,中高峰,4,1
9380,3,0,1,22.14,83,0.0,41,5,9,低谷,2,2
170,1,0,3,6.56,93,7.0015,20,9,1,中高峰,0,1
5876,1,0,1,18.04,41,19.0012,4,1,2,低谷,2,2
3321,3,0,1,29.52,62,19.9995,267,7,8,正常,4,0
2271,2,0,1,32.8,24,23.9994,203,13,6,高峰,4,1
4149,4,0,1,20.5,72,8.9981,114,22,10,正常,2,2
2086,2,0,2,21.32,83,8.9981,152,20,5,中高峰,2,0
5344,4,0,2,13.12,45,16.9979,295,18,12,高峰,1,0
1287,1,0,2,22.96,49,23.9994,195,12,3,中高峰,2,1
4915,4,0,1,12.3,42,16.9979,116,21,11,正常,1,2
6317,1,0,2,10.66,56,22.0028,226,11,2,中高峰,0,0
6540,1,0,1,18.04,26,35.0008,470,18,3,高峰,2,0
3028,3,0,1,24.6,78,11.0014,38,2,7,低谷,3,2
4369,4,0,1,22.96,94,11.0014,6,2,10,低谷,2,2
2778,3,1,1,33.62,41,0.0,452,16,7,高峰,5,0
6253,1,0,2,13.12,87,11.0014,258,19,2,高峰,1,0
1836,2,0,2,26.24,69,23.9994,127,10,5,正常,3,1
7554,2,0,2,23.78,68,22.0028,2,3,5,低谷,3,2
7918,2,0,1,24.6,78,7.0015,62,7,6,正常,3,2
3177,3,0,1,29.52,61,19.0012,335,7,8,正常,4,0
2762,3,1,1,26.24,83,8.9981,140,0,7,低谷,3,2
4548,4,0,1,20.5,45,11.0014,172,14,11,中高峰,2,1
59,1,0,1,10.66,30,19.0012,77,14,1,中高峰,0,1
4151,4,0,1,19.68,77,8.9981,43,0,10,低谷,2,2
7154,2,1,1,26.24,65,16.9979,251,11,4,中高峰,3,0
8150,2,0,1,29.52,79,8.9981,125,23,6,正常,4,2
3374,3,0,1,33.62,38,19.9995,240,12,8,中高峰,5,1
238,1,0,2,6.56,55,0.0,99,7,1,正常,0,0
6050,1,0,2,9.84,70,15.0013,508,8,2,高峰,0,0
4660,4,0,2,11.48,93,0.0,99,6,11,正常,0,2
5951,1,0,1,9.84,81,6.0032,6,4,2,低谷,0,2
4091,4,0,2,16.4,62,12.998,321,12,10,中高峰,1,0
3676,3,0,1,27.06,83,12.998,60,2,9,低谷,3,2
3421,3,0,1,31.16,29,0.0,156,11,8,中高峰,4,1
3057,3,0,1,25.42,73,8.9981,52,7,7,正常,3,2
7592,2,0,1,27.88,65,7.0015,678,17,5,高峰,3,0
2032,2,0,1,25.42,53,6.0032,177,14,5,中高峰,3,1
10276,4,0,1,15.58,46,26.0027,203,14,11,中高峰,1,1
4581,4,0,1,16.4,82,6.0032,95,23,11,正常,1,2
1864,2,0,1,20.5,51,26.0027,107,14,5,中高峰,2,1
3562,3,0,1,27.06,74,19.0012,420,8,8,高峰,3,0
8501,3,0,1,36.9,37,16.9979,476,14,7,中高峰,5,0
9016,3,0,3,25.42,94,11.0014,92,1,8,低谷,3,2
9615,4,0,1,22.96,73,0.0,102,0,10,低谷,2,2
3099,3,0,1,28.7,74,15.0013,25,1,7,低谷,4,2
4600,4,0,1,17.22,32,31.0009,374,18,11,高峰,2,0
1666,2,1,1,18.04,62,19.9995,300,8,4,高峰,2,1
10460,4,0,2,9.84,93,8.9981,16,6,12,正常,0,2
413,1,0,2,9.02,93,6.0032,32,6,1,正常,0,2
380,1,1,2,6.56,47,15.0013,33,8,1,高峰,0,1
9918,4,0,2,23.78,43,15.0013,301,15,10,中高峰,3,1
8297,3,0,1,31.16,72,11.0014,58,2,7,低谷,4,2
9964,4,0,1,25.42,73,15.0013,375,13,10,高峰,3,1
10729,4,0,1,13.94,42,16.9979,189,11,12,中高峰,1,1
8168,3,0,1,37.72,26,19.9995,413,17,7,高峰,5,0
9617,4,0,1,22.14,73,6.0032,11,2,10,低谷,2,2
6578,1,0,1,10.66,60,15.0013,90,9,3,中高峰,0,1
10219,4,0,1,12.3,87,8.9981,12,5,11,低谷,1,2
3411,3,0,1,26.24,53,8.9981,23,1,8,低谷,3,2
6865,2,0,2,19.68,55,8.9981,363,9,4,中高峰,2,0
894,1,0,1,13.94,34,6.0032,242,17,3,高峰,1,0
3548,3,0,1,31.16,55,16.9979,556,18,8,高峰,4,0
6721,1,0,2,17.22,94,7.0015,218,8,3,高峰,2,1
858,1,0,1,16.4,15,22.0028,3,5,2,低谷,1,2
10399,4,0,2,15.58,66,16.9979,280,17,11,高峰,1,0
1062,1,0,1,13.94,31,7.0015,150,19,3,高峰,1,0
10105,4,0,1,12.3,49,12.998,230,10,11,正常,1,1
8954,3,0,2,30.34,58,12.998,235,11,8,中高峰,4,1
7884,2,0,1,28.7,37,8.9981,339,21,6,正常,4,2
10434,4,0,1,10.66,81,6.0032,5,4,12,低谷,0,2
1657,2,0,1,18.86,59,7.0015,47,23,4,正常,2,2
6898,2,0,1,20.5,31,7.0015,698,18,4,高峰,2,0
4931,4,0,1,13.94,31,15.0013,177,13,11,高峰,1,1
7216,2,0,3,17.22,77,7.0015,13,1,4,低谷,2,2
4870,4,0,2,18.86,94,0.0,31,0,11,低谷,2,2
5632,1,0,3,8.2,93,6.0032,190,19,1,高峰,0,0
7891,2,0,1,25.42,57,0.0,8,4,6,低谷,3,2
152,1,0,2,8.2,37,11.0014,72,15,1,中高峰,0,1
4958,4,0,1,17.22,38,19.9995,287,16,11,高峰,2,0
9461,3,0,2,26.24,65,16.9979,332,14,9,中高峰,3,1
843,1,0,1,27.06,36,19.9995,191,14,2,中高峰,3,1
1737,2,0,1,18.86,63,0.0,168,7,4,正常,2,0
4118,4,0,3,16.4,76,0.0,101,15,10,中高峰,1,1
5546,1,0,2,8.2,80,8.9981,13,5,1,低谷,0,2
2242,2,0,2,29.52,79,12.998,454,8,6,高峰,4,0
6470,1,0,1,13.12,49,12.998,187,20,3,中高峰,1,0
6703,1,0,2,19.68,72,0.0,202,14,3,中高峰,2,1
9522,4,0,1,18.04,77,0.0,7,3,10,低谷,2,2
903,1,0,1,9.02,69,12.998,2,2,3,低谷,0,2
10259,4,1,3,22.14,73,15.0013,155,21,11,正常,2,1
3066,3,0,1,31.16,45,19.0012,425,16,7,高峰,4,0
6177,1,0,1,14.76,27,8.9981,155,15,2,中高峰,1,1
2944,3,0,1,35.26,53,19.0012,134,14,7,中高峰,5,1
3065,3,0,1,31.16,45,22.0028,428,15,7,中高峰,4,0
3161,3,0,1,36.9,27,0.0,129,15,8,中高峰,5,1
6185,1,0,1,11.48,41,0.0,36,23,2,正常,0,2
5022,4,0,1,9.84,75,6.0032,63,8,12,高峰,0,1
10728,4,0,1,13.12,45,19.0012,167,10,12,正常,1,1
3457,3,0,2,27.06,83,22.0028,120,23,8,正常,3,1
2,1,0,1,9.02,80,0.0,32,2,1,低谷,0,2
6808,2,0,3,18.86,72,0.0,63,23,4,正常,2,1
3329,3,0,1,34.44,41,19.9995,126,15,8,中高峰,5,1
1045,1,0,1,9.84,52,8.9981,1,2,3,低谷,0,2
9905,4,0,1,15.58,76,0.0,16,2,10,低谷,1,2
1375,2,0,1,11.48,70,6.0032,3,4,4,低谷,0,2
10662,4,0,2,20.5,88,7.0015,345,16,12,高峰,2,1
2947,3,0,1,35.26,56,27.9993,514,17,7,高峰,5,0
3053,3,0,1,24.6,78,8.9981,26,3,7,低谷,3,2
547,1,0,1,10.66,93,15.0013,59,23,2,正常,0,1
2813,3,0,1,28.7,79,0.0,6,3,7,低谷,4,2
8971,3,0,1,25.42,73,15.0013,5,4,8,低谷,3,2
9262,3,0,1,22.14,73,11.0014,70,7,9,正常,2,2
2676,2,0,2,28.7,61,7.0015,244,10,6,正常,4,0
3243,3,0,1,26.24,78,6.0032,19,1,8,低谷,3,2
8933,3,0,1,33.62,41,15.0013,255,14,8,中高峰,5,1
7558,2,0,3,21.32,94,12.998,75,7,5,正常,2,0
9596,4,0,3,26.24,89,7.0015,39,5,10,低谷,3,2
4792,4,0,1,17.22,58,12.998,203,18,11,高峰,2,0
8578,3,0,2,31.16,62,7.0015,516,19,7,高峰,4,0
10208,4,0,1,18.04,54,8.9981,359,18,11,高峰,2,0
8608,3,0,1,27.06,83,6.0032,33,1,8,低谷,3,2
10124,4,0,2,11.48,52,22.0028,27,5,11,低谷,0,2
9984,4,0,3,14.76,57,7.0015,331,9,11,中高峰,1,0
4781,4,0,1,9.02,75,12.998,27,7,11,正常,0,2
1190,1,0,2,12.3,56,8.9981,241,8,3,高峰,1,0
3005,3,0,1,25.42,57,19.9995,6,3,7,低谷,3,2
2059,2,0,2,26.24,57,12.998,594,17,5,高峰,3,0
3723,3,0,3,22.14,94,16.9979,2,2,9,低谷,2,2
2610,2,0,3,27.06,69,12.998,294,16,6,高峰,3,1
5454,1,1,1,9.84,35,0.0,68,9,1,中高峰,0,1
7733,2,0,1,26.24,38,19.9995,647,14,6,中高峰,3,0
3426,3,0,1,33.62,28,0.0,334,16,8,高峰,5,1
10228,4,0,1,24.6,33,11.0014,654,14,11,中高峰,3,0
9451,3,0,1,20.5,77,0.0,11,4,9,低谷,2,2
8181,3,0,1,28.7,58,7.0015,136,6,7,正常,4,2
9647,4,0,1,22.96,83,12.998,206,8,10,高峰,2,1
7103,2,0,1,14.76,71,8.9981,160,8,4,高峰,1,1
1813,2,0,1,23.78,73,19.9995,130,11,5,中高峰,3,1
10828,4,0,2,16.4,87,6.0032,181,14,12,中高峰,1,1
980,1,0,2,12.3,100,19.9995,15,7,3,正常,1,2
7547,2,0,2,27.06,50,19.0012,230,20,5,中高峰,3,1
8204,3,0,1,28.7,61,0.0,35,5,7,低谷,4,2
7011,2,0,1,20.5,36,0.0,239,11,4,中高峰,2,1
5782,1,1,1,5.74,46,0.0,17,2,1,低谷,0,2
6919,2,0,1,20.5,27,19.0012,537,15,4,中高峰,2,1
6315,1,0,2,9.84,56,16.9979,93,9,2,中高峰,0,1
1434,2,0,1,16.4,46,31.0009,68,15,4,中高峰,1,1
7921,2,0,1,31.16,40,7.0015,413,10,6,正常,4,0
1968,2,0,1,20.5,88,6.0032,115,22,5,正常,2,1
562,1,0,1,13.94,46,6.0032,161,14,2,中高峰,1,0
4582,4,0,2,16.4,82,0.0,43,0,11,低谷,1,2
4205,4,0,1,17.22,88,0.0,87,6,10,正常,2,2
1429,2,0,3,13.94,81,26.0027,28,10,4,正常,1,1
769,1,0,1,10.66,25,16.9979,57,11,2,中高峰,0,1
949,1,0,2,8.2,55,12.998,12,0,3,低谷,0,2
6496,1,0,1,18.86,59,19.9995,159,22,3,正常,2,2
4654,4,0,1,13.94,87,0.0,15,0,11,低谷,1,2
10586,4,0,2,13.94,71,12.998,240,12,12,中高峰,1,1
3312,3,0,1,28.7,89,12.998,103,22,8,正常,4,1
1316,1,0,1,19.68,31,22.0028,278,17,3,高峰,2,0
4872,4,0,2,18.86,94,7.0015,10,2,11,低谷,2,2
1828,2,0,2,22.96,78,16.9979,5,2,5,低谷,2,2
9877,4,0,1,20.5,59,19.0012,126,22,10,正常,2,2
4098,4,0,2,15.58,76,11.0014,162,19,10,高峰,1,0
9716,4,0,2,15.58,82,12.998,19,5,10,低谷,1,2
7054,2,0,1,12.3,65,22.0028,306,7,4,正常,1,0
3016,3,0,1,30.34,35,19.0012,178,14,7,中高峰,4,1
7288,2,0,2,18.86,88,7.0015,24,1,5,低谷,2,2
2167,2,0,3,21.32,94,16.9979,22,5,5,低谷,2,2
4441,4,0,1,22.96,54,26.0027,7,2,10,低谷,2,2
4273,4,1,1,19.68,88,0.0,19,2,10,低谷,2,2
2201,2,0,1,24.6,78,16.9979,167,15,5,中高峰,3,1
3707,3,1,3,27.88,74,11.0014,152,9,9,中高峰,3,1
423,1,0,1,15.58,58,26.0027,104,16,1,高峰,1,1
265,1,0,1,8.2,47,39.0007,55,12,1,中高峰,0,1
4936,4,0,1,12.3,36,11.0014,328,18,11,高峰,1,0
6933,2,0,1,13.12,33,11.0014,2,5,4,低谷,1,2
10441,4,0,2,13.12,76,7.0015,392,11,12,中高峰,1,0
3218,3,0,2,27.88,89,6.0032,17,0,8,低谷,3,2
733,1,0,1,16.4,35,19.9995,36,22,2,正常,1,1
54,1,0,1,6.56,43,26.0027,88,9,1,中高峰,0,0
2087,2,0,2,21.32,84,11.0014,154,21,5,正常,2,2
5936,1,0,1,14.76,46,0.0,198,13,2,高峰,1,1
151,1,0,2,8.2,40,16.9979,50,14,1,中高峰,0,1
343,1,0,2,13.12,39,16.9979,74,19,1,高峰,1,0
7316,2,0,1,22.96,88,12.998,24,5,5,低谷,2,2
10224,4,0,1,16.4,69,7.0015,405,10,11,正常,1,0
6022,1,0,2,12.3,70,0.0,3,4,2,低谷,1,2
3787,3,0,3,25.42,100,22.0028,52,19,9,高峰,3,0
7187,2,0,1,24.6,23,19.0012,402,20,4,中高峰,3,0
2840,3,0,2,26.24,89,8.9981,118,6,7,正常,3,2
7483,2,0,1,17.22,50,12.998,9,4,5,低谷,2,2
3681,3,0,1,27.06,78,12.998,30,7,9,正常,3,2
